date,product,category,price,quantity,revenue,region
2024-05-05,Headphones,Electronics,8170,5,40850,South
2024-05-05,Phone,Electronics,63179,1,63179,South
2024-05-05,Phone,Electronics,65989,3,197967,North
2024-05-05,Laptop,Electronics,83862,3,251586,West
2024-05-06,Watch,Fashion,14424,1,14424,South
2024-05-06,Watch,Fashion,13660,9,122940,South
2024-05-06,Laptop,Electronics,88132,8,705056,North
2024-05-06,Watch,Fashion,19666,6,117996,South
2024-05-06,Phone,Electronics,66295,1,66295,West
2024-05-07,Headphones,Electronics,10702,8,85616,South
2024-05-07,Headphones,Electronics,3202,4,12808,West
2024-05-07,Laptop,Electronics,132279,9,1190511,North
2024-05-08,Headphones,Electronics,5824,10,58240,West
2024-05-08,Headphones,Electronics,11397,1,11397,West
2024-05-08,Headphones,Electronics,6446,4,25784,East
2024-05-08,Laptop,Electronics,144112,6,864672,South
2024-05-08,Phone,Electronics,18338,3,55014,North
2024-05-08,Watch,Fashion,2964,3,8892,West
2024-05-08,Phone,Electronics,23974,9,215766,West
2024-05-09,Laptop,Electronics,93967,4,375868,South
2024-05-09,Headphones,Electronics,10856,6,65136,South
2024-05-09,Watch,Fashion,15351,8,122808,North
2024-05-09,Shoes,Fashion,5836,8,46688,South
2024-05-10,Phone,Electronics,32547,8,260376,North
2024-05-10,Laptop,Electronics,92378,3,277134,South
2024-05-10,Headphones,Electronics,8569,6,51414,West
2024-05-10,Phone,Electronics,49328,6,295968,East
2024-05-10,Phone,Electronics,18945,1,18945,West
2024-05-11,Shoes,Fashion,6868,6,41208,West
2024-05-11,Watch,Fashion,19652,8,157216,North
2024-05-11,Phone,Electronics,33796,3,101388,East
2024-05-11,Laptop,Electronics,50408,10,504080,South
2024-05-11,Phone,Electronics,67027,4,268108,West
2024-05-11,Watch,Fashion,15634,10,156340,North
2024-05-11,Phone,Electronics,66101,9,594909,West
2024-05-11,Shoes,Fashion,5609,7,39263,South
2024-05-12,Watch,Fashion,10128,8,81024,South
2024-05-12,Laptop,Electronics,113237,4,452948,North
2024-05-12,Shoes,Fashion,5830,4,23320,South
2024-05-12,Watch,Fashion,5191,10,51910,North
2024-05-12,Laptop,Electronics,59848,1,59848,West
2024-05-12,Phone,Electronics,38481,9,346329,North
2024-05-13,Headphones,Electronics,7842,3,23526,South
2024-05-13,Shoes,Fashion,7853,4,31412,West
2024-05-13,Watch,Fashion,16884,9,151956,South
2024-05-13,Laptop,Electronics,57836,9,520524,East
2024-05-14,Headphones,Electronics,7552,6,45312,East
2024-05-14,Phone,Electronics,77778,4,311112,East
2024-05-14,Watch,Fashion,5899,9,53091,West
2024-05-14,Laptop,Electronics,95193,10,951930,West
2024-05-14,Watch,Fashion,5171,9,46539,East
2024-05-14,Headphones,Electronics,9335,10,93350,East
2024-05-14,Watch,Fashion,8190,9,73710,East
2024-05-14,Phone,Electronics,40144,5,200720,East
2024-05-14,Watch,Fashion,8851,10,88510,West
2024-05-15,Phone,Electronics,27076,2,54152,North
2024-05-15,Laptop,Electronics,140992,8,1127936,North
2024-05-15,Shoes,Fashion,7115,1,7115,East
2024-05-15,Phone,Electronics,36952,6,221712,South
2024-05-15,Phone,Electronics,33074,2,66148,West
2024-05-15,Watch,Fashion,2662,10,26620,North
2024-05-15,Headphones,Electronics,7658,1,7658,East
2024-05-16,Shoes,Fashion,6964,6,41784,South
2024-05-16,Headphones,Electronics,10150,2,20300,West
2024-05-16,Headphones,Electronics,12677,8,101416,West
2024-05-16,Watch,Fashion,6390,5,31950,South
2024-05-16,Phone,Electronics,71023,8,568184,South
2024-05-17,Headphones,Electronics,2986,4,11944,West
2024-05-17,Laptop,Electronics,113660,10,1136600,North
2024-05-17,Shoes,Fashion,7587,7,53109,North
2024-05-17,Headphones,Electronics,3415,10,34150,West
2024-05-17,Laptop,Electronics,111241,7,778687,East
2024-05-18,Shoes,Fashion,3848,9,34632,East
2024-05-18,Watch,Fashion,6738,10,67380,West
2024-05-18,Watch,Fashion,8544,6,51264,East
2024-05-18,Phone,Electronics,34935,9,314415,South
2024-05-19,Shoes,Fashion,1800,10,18000,East
2024-05-19,Shoes,Fashion,2032,5,10160,South
2024-05-19,Watch,Fashion,11746,1,11746,East
2024-05-20,Watch,Fashion,15420,4,61680,South
2024-05-20,Headphones,Electronics,8121,1,8121,West
2024-05-20,Watch,Fashion,17145,3,51435,North
2024-05-20,Phone,Electronics,70052,3,210156,South
2024-05-20,Headphones,Electronics,6230,8,49840,South
2024-05-21,Headphones,Electronics,8899,6,53394,South
2024-05-21,Phone,Electronics,41630,6,249780,East
2024-05-21,Watch,Fashion,8111,2,16222,North
2024-05-21,Watch,Fashion,10533,6,63198,South
2024-05-21,Laptop,Electronics,52740,3,158220,West
2024-05-22,Phone,Electronics,68271,6,409626,West
2024-05-22,Phone,Electronics,70363,9,633267,South
2024-05-22,Laptop,Electronics,125100,9,1125900,South
2024-05-22,Shoes,Fashion,5711,3,17133,West
2024-05-22,Phone,Electronics,65949,6,395694,South
2024-05-23,Phone,Electronics,71271,9,641439,East
2024-05-23,Headphones,Electronics,10615,5,53075,North
2024-05-23,Headphones,Electronics,13898,5,69490,East
2024-05-23,Phone,Electronics,41545,2,83090,West
2024-05-23,Watch,Fashion,6330,5,31650,South
2024-05-23,Shoes,Fashion,2128,5,10640,South
2024-05-24,Phone,Electronics,34905,8,279240,West
2024-05-24,Watch,Fashion,9081,5,45405,West
2024-05-24,Laptop,Electronics,87862,3,263586,West
2024-05-24,Headphones,Electronics,8649,3,25947,East
2024-05-24,Shoes,Fashion,7527,10,75270,West
2024-05-24,Shoes,Fashion,3797,7,26579,East
2024-05-25,Watch,Fashion,6713,9,60417,West
2024-05-25,Watch,Fashion,3220,1,3220,West
2024-05-25,Watch,Fashion,19200,6,115200,South
2024-05-25,Laptop,Electronics,57654,4,230616,South
2024-05-25,Shoes,Fashion,3863,5,19315,West
2024-05-25,Laptop,Electronics,140383,10,1403830,North
2024-05-25,Headphones,Electronics,7845,1,7845,East
2024-05-25,Headphones,Electronics,7117,6,42702,South
2024-05-25,Headphones,Electronics,14748,8,117984,South
2024-05-26,Shoes,Fashion,4005,8,32040,East
2024-05-26,Headphones,Electronics,3779,8,30232,West
2024-05-26,Laptop,Electronics,86839,7,607873,East
2024-05-26,Shoes,Fashion,7643,8,61144,East
2024-05-26,Laptop,Electronics,87191,1,87191,East
2024-05-26,Watch,Fashion,4245,6,25470,South
2024-05-27,Phone,Electronics,56868,7,398076,North
2024-05-27,Laptop,Electronics,117790,9,1060110,North
2024-05-28,Laptop,Electronics,119944,1,119944,East
2024-05-28,Phone,Electronics,18004,10,180040,North
2024-05-29,Laptop,Electronics,91702,6,550212,East
2024-05-29,Phone,Electronics,59875,10,598750,South
2024-05-29,Phone,Electronics,20879,1,20879,South
2024-05-29,Laptop,Electronics,57998,1,57998,North
2024-05-29,Watch,Fashion,12505,1,12505,North
2024-05-29,Headphones,Electronics,14565,8,116520,South
2024-05-29,Shoes,Fashion,2972,9,26748,East
2024-05-29,Shoes,Fashion,3805,6,22830,West
2024-05-30,Laptop,Electronics,143148,3,429444,North
2024-05-30,Shoes,Fashion,4302,10,43020,South
2024-05-30,Shoes,Fashion,6702,3,20106,East
2024-05-30,Watch,Fashion,11187,10,111870,South
2024-05-30,Watch,Fashion,15828,9,142452,West
2024-05-31,Shoes,Fashion,2450,8,19600,West
2024-05-31,Watch,Fashion,13123,1,13123,West
2024-05-31,Phone,Electronics,44873,5,224365,West
2024-05-31,Watch,Fashion,11372,7,79604,North
2024-05-31,Headphones,Electronics,13950,7,97650,North
2024-06-01,Watch,Fashion,3861,3,11583,North
2024-06-01,Laptop,Electronics,70548,8,564384,South
2024-06-01,Shoes,Fashion,4492,6,26952,East
2024-06-02,Headphones,Electronics,6440,1,6440,North
2024-06-02,Headphones,Electronics,6897,3,20691,East
2024-06-02,Phone,Electronics,19641,2,39282,West
2024-06-02,Phone,Electronics,48196,9,433764,North
2024-06-02,Headphones,Electronics,13972,9,125748,North
2024-06-03,Phone,Electronics,20981,3,62943,West
2024-06-03,Laptop,Electronics,58438,4,233752,West
2024-06-03,Shoes,Fashion,7452,6,44712,South
2024-06-03,Headphones,Electronics,6369,4,25476,South
2024-06-04,Watch,Fashion,13194,9,118746,North
2024-06-04,Shoes,Fashion,5121,9,46089,South
2024-06-04,Headphones,Electronics,5714,5,28570,East
2024-06-04,Phone,Electronics,22844,8,182752,South
2024-06-05,Laptop,Electronics,144408,2,288816,West
2024-06-05,Phone,Electronics,39494,4,157976,East
2024-06-05,Laptop,Electronics,134568,4,538272,East
2024-06-06,Phone,Electronics,74856,8,598848,East
2024-06-06,Shoes,Fashion,2109,9,18981,North
2024-06-07,Shoes,Fashion,7756,2,15512,East
2024-06-07,Shoes,Fashion,7032,4,28128,East
2024-06-07,Shoes,Fashion,3977,5,19885,South
2024-06-07,Shoes,Fashion,4327,5,21635,West
2024-06-07,Headphones,Electronics,6795,1,6795,West
2024-06-07,Shoes,Fashion,6911,6,41466,North
2024-06-07,Watch,Fashion,15546,5,77730,South
2024-06-07,Shoes,Fashion,5577,7,39039,North
2024-06-08,Shoes,Fashion,6740,5,33700,East
2024-06-08,Shoes,Fashion,3374,7,23618,South
2024-06-09,Headphones,Electronics,9348,3,28044,South
2024-06-09,Watch,Fashion,9393,2,18786,North
2024-06-09,Headphones,Electronics,2416,10,24160,East
2024-06-09,Watch,Fashion,10706,5,53530,West
2024-06-09,Phone,Electronics,65105,3,195315,West
2024-06-10,Headphones,Electronics,13421,6,80526,South
2024-06-10,Shoes,Fashion,2615,5,13075,East
2024-06-10,Shoes,Fashion,1883,5,9415,East
2024-06-10,Laptop,Electronics,54903,3,164709,South
2024-06-10,Headphones,Electronics,4694,10,46940,South
2024-06-11,Watch,Fashion,5574,3,16722,East
2024-06-11,Phone,Electronics,45727,4,182908,South
2024-06-11,Watch,Fashion,4007,6,24042,East
2024-06-12,Watch,Fashion,7808,1,7808,East
2024-06-12,Shoes,Fashion,4693,9,42237,North
2024-06-12,Shoes,Fashion,5702,1,5702,West
2024-06-12,Headphones,Electronics,11571,3,34713,North
2024-06-13,Laptop,Electronics,137199,3,411597,South
2024-06-13,Headphones,Electronics,2845,8,22760,South
2024-06-13,Shoes,Fashion,5864,6,35184,West
2024-06-13,Watch,Fashion,16105,1,16105,South
2024-06-13,Phone,Electronics,73058,2,146116,East
2024-06-14,Laptop,Electronics,141223,10,1412230,East
2024-06-14,Shoes,Fashion,1376,8,11008,West
2024-06-15,Headphones,Electronics,3314,10,33140,West
2024-06-15,Shoes,Fashion,1643,10,16430,West
2024-06-15,Shoes,Fashion,4984,9,44856,West
2024-06-15,Laptop,Electronics,109389,6,656334,South
2024-06-15,Headphones,Electronics,10473,3,31419,West
2024-06-16,Phone,Electronics,31344,8,250752,South
2024-06-16,Laptop,Electronics,70964,3,212892,North
2024-06-17,Laptop,Electronics,78895,6,473370,West
2024-06-17,Shoes,Fashion,1925,7,13475,South
2024-06-17,Headphones,Electronics,6452,2,12904,South
2024-06-17,Watch,Fashion,13818,4,55272,South
2024-06-18,Shoes,Fashion,3913,3,11739,East
2024-06-18,Headphones,Electronics,14515,5,72575,East
2024-06-18,Phone,Electronics,38919,5,194595,West
2024-06-18,Watch,Fashion,18105,5,90525,North
2024-06-18,Watch,Fashion,9025,3,27075,West
2024-06-18,Watch,Fashion,12544,9,112896,North
2024-06-18,Shoes,Fashion,4326,10,43260,West
2024-06-18,Phone,Electronics,69702,4,278808,North
2024-06-19,Phone,Electronics,66356,8,530848,South
2024-06-20,Shoes,Fashion,2262,2,4524,East
2024-06-20,Shoes,Fashion,3395,2,6790,West
2024-06-20,Laptop,Electronics,52550,6,315300,East
2024-06-20,Laptop,Electronics,76715,7,537005,West
2024-06-20,Laptop,Electronics,56105,9,504945,North
2024-06-21,Headphones,Electronics,9402,5,47010,South
2024-06-21,Laptop,Electronics,127301,6,763806,South
2024-06-21,Watch,Fashion,10601,4,42404,South
2024-06-21,Headphones,Electronics,6715,5,33575,West
2024-06-22,Headphones,Electronics,4737,9,42633,East
2024-06-22,Headphones,Electronics,6552,3,19656,North
2024-06-22,Watch,Fashion,7864,4,31456,East
2024-06-24,Watch,Fashion,2178,3,6534,North
2024-06-24,Shoes,Fashion,3445,5,17225,West
2024-06-25,Watch,Fashion,17580,5,87900,South
2024-06-25,Headphones,Electronics,10656,9,95904,North
2024-06-25,Laptop,Electronics,119972,1,119972,West
2024-06-25,Headphones,Electronics,2443,5,12215,North
2024-06-25,Phone,Electronics,45212,10,452120,South
2024-06-25,Headphones,Electronics,11674,7,81718,South
2024-06-25,Shoes,Fashion,6514,5,32570,East
2024-06-26,Watch,Fashion,2525,4,10100,West
2024-06-26,Headphones,Electronics,3785,9,34065,East
2024-06-26,Watch,Fashion,8717,1,8717,East
2024-06-27,Phone,Electronics,62369,2,124738,North
2024-06-27,Laptop,Electronics,65934,4,263736,North
2024-06-28,Laptop,Electronics,118171,8,945368,West
2024-06-28,Laptop,Electronics,70378,3,211134,West
2024-06-29,Shoes,Fashion,5875,4,23500,North
2024-06-29,Shoes,Fashion,4381,1,4381,East
2024-06-29,Laptop,Electronics,94489,5,472445,West
2024-06-29,Shoes,Fashion,3285,10,32850,East
2024-06-29,Headphones,Electronics,13406,4,53624,West
2024-06-29,Laptop,Electronics,77852,7,544964,North
2024-06-30,Laptop,Electronics,105289,10,1052890,East
2024-06-30,Watch,Fashion,8860,5,44300,West
2024-06-30,Phone,Electronics,55422,2,110844,South
2024-07-01,Laptop,Electronics,127058,8,1016464,North
2024-07-01,Watch,Fashion,14522,6,87132,North
2024-07-01,Headphones,Electronics,3591,3,10773,North
2024-07-01,Laptop,Electronics,109664,5,548320,North
2024-07-02,Laptop,Electronics,117843,5,589215,East
2024-07-02,Shoes,Fashion,3668,1,3668,North
2024-07-02,Watch,Fashion,13786,8,110288,West
2024-07-02,Phone,Electronics,39057,9,351513,North
2024-07-02,Shoes,Fashion,1504,9,13536,West
2024-07-02,Phone,Electronics,79919,2,159838,North
2024-07-02,Watch,Fashion,15763,9,141867,West
2024-07-03,Phone,Electronics,27695,9,249255,North
2024-07-03,Laptop,Electronics,51595,6,309570,North
2024-07-03,Phone,Electronics,64665,9,581985,West
2024-07-03,Shoes,Fashion,2454,5,12270,West
2024-07-04,Watch,Fashion,12862,2,25724,South
2024-07-04,Watch,Fashion,13811,10,138110,North
2024-07-05,Headphones,Electronics,11852,9,106668,South
2024-07-05,Watch,Fashion,4946,7,34622,North
2024-07-05,Watch,Fashion,3679,10,36790,East
2024-07-05,Laptop,Electronics,86795,10,867950,North
2024-07-06,Shoes,Fashion,5216,3,15648,South
2024-07-06,Laptop,Electronics,67144,4,268576,North
2024-07-06,Shoes,Fashion,3701,2,7402,South
2024-07-06,Headphones,Electronics,13753,2,27506,North
2024-07-07,Shoes,Fashion,3697,5,18485,South
2024-07-07,Watch,Fashion,5999,5,29995,West
2024-07-07,Laptop,Electronics,57233,9,515097,South
2024-07-07,Shoes,Fashion,2016,7,14112,East
2024-07-07,Watch,Fashion,9203,7,64421,East
2024-07-07,Phone,Electronics,64393,2,128786,South
2024-07-08,Phone,Electronics,26939,7,188573,West
2024-07-08,Watch,Fashion,16901,4,67604,West
2024-07-09,Laptop,Electronics,120277,8,962216,North
2024-07-10,Phone,Electronics,53275,3,159825,East
2024-07-10,Watch,Fashion,3219,5,16095,West
2024-07-10,Laptop,Electronics,73386,9,660474,North
2024-07-10,Headphones,Electronics,8097,3,24291,South
2024-07-10,Headphones,Electronics,7656,9,68904,West
2024-07-11,Laptop,Electronics,90571,4,362284,West
2024-07-11,Phone,Electronics,56546,1,56546,East
2024-07-11,Watch,Fashion,6775,8,54200,South
2024-07-11,Headphones,Electronics,6949,6,41694,East
2024-07-12,Headphones,Electronics,13747,5,68735,East
2024-07-12,Headphones,Electronics,8677,7,60739,West
2024-07-12,Watch,Fashion,18349,3,55047,West
2024-07-12,Phone,Electronics,48030,6,288180,South
2024-07-12,Laptop,Electronics,80433,4,321732,West
2024-07-12,Headphones,Electronics,10516,10,105160,North
2024-07-12,Shoes,Fashion,7221,6,43326,West
2024-07-12,Phone,Electronics,60061,3,180183,East
2024-07-13,Shoes,Fashion,7991,1,7991,East
2024-07-13,Shoes,Fashion,1054,8,8432,West
2024-07-13,Watch,Fashion,11014,4,44056,West
2024-07-13,Phone,Electronics,57702,6,346212,East
2024-07-13,Laptop,Electronics,92620,10,926200,West
2024-07-13,Shoes,Fashion,4813,5,24065,West
2024-07-14,Phone,Electronics,17426,3,52278,North
2024-07-14,Shoes,Fashion,2591,5,12955,South
2024-07-14,Watch,Fashion,13129,1,13129,North
2024-07-14,Phone,Electronics,30994,1,30994,North
2024-07-15,Watch,Fashion,12561,8,100488,West
2024-07-15,Shoes,Fashion,2165,2,4330,West
2024-07-15,Headphones,Electronics,8824,7,61768,South
2024-07-15,Shoes,Fashion,3021,9,27189,South
2024-07-15,Phone,Electronics,40103,5,200515,East
2024-07-17,Watch,Fashion,17977,9,161793,North
2024-07-17,Headphones,Electronics,12239,7,85673,South
2024-07-17,Laptop,Electronics,103271,10,1032710,South
2024-07-17,Laptop,Electronics,108301,3,324903,South
2024-07-17,Shoes,Fashion,2722,9,24498,West
2024-07-17,Phone,Electronics,48895,10,488950,North
2024-07-17,Watch,Fashion,15334,9,138006,North
2024-07-17,Phone,Electronics,69856,1,69856,South
2024-07-17,Watch,Fashion,7264,1,7264,West
2024-07-18,Headphones,Electronics,10404,1,10404,North
2024-07-18,Laptop,Electronics,130185,6,781110,North
2024-07-18,Laptop,Electronics,117249,6,703494,West
2024-07-18,Laptop,Electronics,50112,9,451008,West
2024-07-18,Headphones,Electronics,2667,8,21336,East
2024-07-18,Watch,Fashion,15647,6,93882,South
2024-07-18,Shoes,Fashion,7152,2,14304,South
2024-07-18,Phone,Electronics,79157,10,791570,East
2024-07-19,Headphones,Electronics,11123,10,111230,West
2024-07-19,Shoes,Fashion,7008,8,56064,South
2024-07-19,Headphones,Electronics,9610,4,38440,East
2024-07-19,Laptop,Electronics,112956,8,903648,West
2024-07-20,Phone,Electronics,67701,2,135402,East
2024-07-20,Shoes,Fashion,4049,1,4049,South
2024-07-20,Laptop,Electronics,71600,10,716000,West
2024-07-20,Shoes,Fashion,4727,2,9454,East
2024-07-20,Headphones,Electronics,11713,10,117130,North
2024-07-21,Phone,Electronics,52662,7,368634,North
2024-07-21,Watch,Fashion,4717,8,37736,North
2024-07-21,Shoes,Fashion,4297,1,4297,East
2024-07-21,Headphones,Electronics,9681,1,9681,North
2024-07-21,Laptop,Electronics,125683,10,1256830,East
2024-07-21,Laptop,Electronics,95305,2,190610,South
2024-07-22,Phone,Electronics,17396,6,104376,West
2024-07-22,Headphones,Electronics,13267,6,79602,South
2024-07-23,Headphones,Electronics,5538,1,5538,North
2024-07-23,Watch,Fashion,16911,3,50733,North
2024-07-23,Headphones,Electronics,4532,8,36256,South
2024-07-23,Headphones,Electronics,5571,5,27855,South
2024-07-23,Laptop,Electronics,103411,5,517055,West
2024-07-23,Shoes,Fashion,1960,3,5880,East
2024-07-23,Watch,Fashion,7629,2,15258,East
2024-07-24,Laptop,Electronics,74391,2,148782,West
2024-07-25,Shoes,Fashion,3883,10,38830,North
2024-07-25,Shoes,Fashion,2314,1,2314,North
2024-07-25,Headphones,Electronics,13189,9,118701,South
2024-07-26,Shoes,Fashion,6004,4,24016,South
2024-07-26,Watch,Fashion,19843,9,178587,East
2024-07-27,Laptop,Electronics,125788,9,1132092,West
2024-07-27,Watch,Fashion,7928,2,15856,East
2024-07-27,Phone,Electronics,77088,1,77088,East
2024-07-28,Headphones,Electronics,8807,4,35228,North
2024-07-28,Laptop,Electronics,127031,3,381093,North
2024-07-28,Shoes,Fashion,7708,4,30832,South
2024-07-28,Shoes,Fashion,6706,10,67060,South
2024-07-29,Headphones,Electronics,12358,7,86506,West
2024-07-29,Shoes,Fashion,6644,3,19932,West
2024-07-29,Phone,Electronics,76360,8,610880,South
2024-07-30,Phone,Electronics,16345,3,49035,South
2024-07-30,Watch,Fashion,12748,3,38244,West
2024-07-30,Headphones,Electronics,9639,10,96390,East
2024-07-30,Laptop,Electronics,82682,2,165364,East
2024-07-30,Watch,Fashion,2672,1,2672,North
2024-07-30,Phone,Electronics,72188,10,721880,East
2024-07-30,Phone,Electronics,76478,4,305912,South
2024-07-30,Shoes,Fashion,5542,3,16626,North
2024-07-31,Phone,Electronics,54811,1,54811,North
2024-07-31,Laptop,Electronics,96963,8,775704,South
2024-07-31,Watch,Fashion,16680,10,166800,North
2024-07-31,Headphones,Electronics,10098,1,10098,East
2024-07-31,Shoes,Fashion,6358,5,31790,North
2024-07-31,Shoes,Fashion,7263,9,65367,North
2024-07-31,Shoes,Fashion,2412,7,16884,East
2024-08-01,Laptop,Electronics,68022,5,340110,West
2024-08-01,Shoes,Fashion,2315,5,11575,North
2024-08-01,Watch,Fashion,13315,6,79890,South
2024-08-02,Phone,Electronics,15046,9,135414,East
2024-08-02,Headphones,Electronics,12923,9,116307,South
2024-08-02,Phone,Electronics,40800,4,163200,South
2024-08-02,Laptop,Electronics,146910,8,1175280,West
2024-08-02,Watch,Fashion,6000,9,54000,West
2024-08-03,Watch,Fashion,12768,10,127680,East
2024-08-03,Shoes,Fashion,4174,4,16696,West
2024-08-03,Laptop,Electronics,75562,4,302248,South
2024-08-03,Phone,Electronics,46612,1,46612,North
2024-08-03,Phone,Electronics,74180,10,741800,South
2024-08-03,Phone,Electronics,55639,8,445112,East
2024-08-03,Shoes,Fashion,5398,6,32388,East
2024-08-03,Headphones,Electronics,6769,6,40614,East
2024-08-04,Headphones,Electronics,8239,8,65912,West
2024-08-04,Laptop,Electronics,118579,1,118579,West
2024-08-04,Watch,Fashion,17483,6,104898,South
2024-08-05,Shoes,Fashion,4860,3,14580,East
2024-08-05,Laptop,Electronics,103366,5,516830,East
2024-08-05,Laptop,Electronics,55030,5,275150,West
2024-08-05,Phone,Electronics,33103,1,33103,East
2024-08-05,Phone,Electronics,71277,5,356385,South
2024-08-05,Laptop,Electronics,67898,3,203694,West
2024-08-06,Watch,Fashion,6809,3,20427,West
2024-08-06,Watch,Fashion,16407,1,16407,West
2024-08-06,Headphones,Electronics,8175,3,24525,East
2024-08-06,Phone,Electronics,44184,3,132552,North
2024-08-06,Phone,Electronics,21825,4,87300,West
2024-08-06,Watch,Fashion,18416,8,147328,North
2024-08-06,Shoes,Fashion,7999,4,31996,East
2024-08-07,Shoes,Fashion,7173,8,57384,East
2024-08-08,Laptop,Electronics,62641,7,438487,North
2024-08-09,Headphones,Electronics,14924,2,29848,North
2024-08-09,Laptop,Electronics,71326,2,142652,West
2024-08-10,Headphones,Electronics,10702,4,42808,South
2024-08-10,Watch,Fashion,2131,5,10655,West
2024-08-11,Shoes,Fashion,6513,2,13026,West
2024-08-11,Laptop,Electronics,72184,9,649656,South
2024-08-11,Laptop,Electronics,71467,3,214401,North
2024-08-11,Laptop,Electronics,115176,1,115176,North
2024-08-11,Headphones,Electronics,11685,2,23370,East
2024-08-12,Headphones,Electronics,9661,8,77288,East
2024-08-12,Watch,Fashion,5161,8,41288,West
2024-08-12,Laptop,Electronics,53902,7,377314,East
2024-08-12,Phone,Electronics,44178,8,353424,North
2024-08-12,Headphones,Electronics,7275,8,58200,North
2024-08-12,Phone,Electronics,51925,4,207700,West
2024-08-12,Phone,Electronics,78664,8,629312,South
2024-08-12,Phone,Electronics,41829,9,376461,East
2024-08-13,Laptop,Electronics,75507,9,679563,East
2024-08-13,Watch,Fashion,14437,10,144370,West
2024-08-13,Headphones,Electronics,9494,7,66458,North
2024-08-13,Watch,Fashion,13788,2,27576,North
2024-08-13,Shoes,Fashion,7494,4,29976,West
2024-08-13,Watch,Fashion,16776,7,117432,South
2024-08-13,Watch,Fashion,4899,3,14697,West
2024-08-13,Phone,Electronics,22758,8,182064,East
2024-08-13,Watch,Fashion,12066,1,12066,East
2024-08-14,Headphones,Electronics,5851,3,17553,West
2024-08-14,Laptop,Electronics,90514,8,724112,East
2024-08-14,Laptop,Electronics,95758,6,574548,South
2024-08-14,Phone,Electronics,23822,7,166754,West
2024-08-15,Watch,Fashion,5918,5,29590,West
2024-08-15,Laptop,Electronics,68803,1,68803,South
2024-08-15,Shoes,Fashion,7034,1,7034,South
2024-08-15,Phone,Electronics,73235,4,292940,North
2024-08-16,Watch,Fashion,2831,9,25479,South
2024-08-16,Watch,Fashion,9300,4,37200,South
2024-08-17,Laptop,Electronics,149540,10,1495400,West
2024-08-17,Shoes,Fashion,2298,2,4596,North
2024-08-18,Laptop,Electronics,126761,8,1014088,East
2024-08-18,Laptop,Electronics,139418,2,278836,West
2024-08-18,Headphones,Electronics,11382,1,11382,East
2024-08-18,Laptop,Electronics,91289,4,365156,East
2024-08-19,Shoes,Fashion,1362,8,10896,North
2024-08-19,Laptop,Electronics,106059,2,212118,North
2024-08-19,Shoes,Fashion,3223,6,19338,North
2024-08-19,Laptop,Electronics,116288,2,232576,North
2024-08-19,Watch,Fashion,6166,1,6166,North
2024-08-19,Shoes,Fashion,3210,6,19260,South
2024-08-20,Watch,Fashion,19448,5,97240,West
2024-08-20,Headphones,Electronics,7989,7,55923,South
2024-08-20,Phone,Electronics,36824,5,184120,South
2024-08-20,Watch,Fashion,7723,2,15446,West
2024-08-20,Phone,Electronics,31879,1,31879,West
2024-08-21,Laptop,Electronics,61859,8,494872,West
2024-08-21,Shoes,Fashion,4806,3,14418,West
2024-08-22,Headphones,Electronics,3604,1,3604,North
2024-08-22,Watch,Fashion,15905,2,31810,North
2024-08-23,Watch,Fashion,5908,5,29540,North
2024-08-23,Shoes,Fashion,4009,6,24054,East
2024-08-23,Watch,Fashion,17611,8,140888,East
2024-08-23,Headphones,Electronics,8043,7,56301,East
2024-08-23,Watch,Fashion,16448,10,164480,South
2024-08-23,Laptop,Electronics,149104,4,596416,East
2024-08-23,Shoes,Fashion,1009,1,1009,North
2024-08-23,Headphones,Electronics,3899,3,11697,East
2024-08-23,Phone,Electronics,71115,7,497805,West
2024-08-24,Laptop,Electronics,67395,3,202185,East
2024-08-24,Headphones,Electronics,13448,10,134480,East
2024-08-24,Headphones,Electronics,6836,4,27344,West
2024-08-24,Headphones,Electronics,11641,2,23282,West
2024-08-24,Phone,Electronics,70601,8,564808,East
2024-08-24,Headphones,Electronics,3685,7,25795,West
2024-08-24,Watch,Fashion,17131,8,137048,West
2024-08-25,Shoes,Fashion,2348,10,23480,South
2024-08-25,Laptop,Electronics,61182,6,367092,North
2024-08-25,Laptop,Electronics,140120,1,140120,North
2024-08-25,Watch,Fashion,12058,10,120580,West
2024-08-26,Shoes,Fashion,3746,9,33714,East
2024-08-26,Laptop,Electronics,148211,6,889266,North
2024-08-27,Headphones,Electronics,5310,4,21240,West
2024-08-27,Phone,Electronics,77180,4,308720,South
2024-08-27,Shoes,Fashion,7437,4,29748,West
2024-08-27,Watch,Fashion,8576,4,34304,South
2024-08-28,Shoes,Fashion,5666,8,45328,East
2024-08-28,Headphones,Electronics,9408,2,18816,South
2024-08-28,Phone,Electronics,42492,9,382428,South
2024-08-28,Headphones,Electronics,14323,7,100261,West
2024-08-28,Phone,Electronics,48606,7,340242,East
2024-08-28,Laptop,Electronics,142227,9,1280043,East
2024-08-28,Shoes,Fashion,2118,10,21180,West
2024-08-29,Shoes,Fashion,1292,4,5168,South
2024-08-30,Watch,Fashion,17617,10,176170,South
2024-08-30,Headphones,Electronics,8528,4,34112,South
2024-08-30,Laptop,Electronics,110106,7,770742,North
2024-08-30,Watch,Fashion,5721,7,40047,West
2024-08-30,Phone,Electronics,45154,7,316078,West
2024-08-30,Shoes,Fashion,1408,3,4224,East
2024-08-30,Shoes,Fashion,7289,9,65601,East
